Order ID,Timestamp Local Date,Order Status,Subtotal
DD-001233,2025-08-31 18:25:00,Delivered,82.19
DD-001234,2025-08-31 11:29:00,Delivered,37.03
DD-001235,2025-08-31 17:50:00,Delivered,44.65
DD-001236,2025-08-31 19:34:00,Delivered,36.42
DD-001237,2025-08-31 11:55:00,Delivered,32.95
DD-001238,2025-08-31 11:14:00,Delivered,50.94
DD-001239,2025-08-31 18:12:00,Delivered,29.66
DD-001240,2025-08-31 13:00:00,Delivered,34.7
DD-001241,2025-08-31 19:19:00,Delivered,46.74
DD-001242,2025-08-31 21:26:00,Delivered,25.42
DD-001243,2025-08-31 19:25:00,Delivered,67.87
DD-001244,2025-08-31 18:24:00,Delivered,34.57
DD-001245,2025-08-31 19:11:00,Delivered,33.0
DD-001246,2025-08-31 12:37:00,Delivered,32.23
DD-001247,2025-08-31 18:43:00,Delivered,40.06
DD-001248,2025-08-31 18:34:00,Delivered,71.35
DD-001249,2025-08-31 12:50:00,Delivered,52.68
DD-001250,2025-09-01 12:55:00,Delivered,63.95
DD-001251,2025-09-01 18:33:00,Delivered,62.48
DD-001252,2025-09-01 12:05:00,Delivered,30.86
DD-001253,2025-09-01 17:32:00,Delivered,31.88
DD-001254,2025-09-01 13:05:00,Delivered,30.27
DD-001255,2025-09-01 12:30:00,Delivered,27.61
DD-001256,2025-09-01 18:32:00,Delivered,58.28
DD-001257,2025-09-01 13:23:00,Delivered,55.03
DD-001258,2025-09-01 18:29:00,Delivered,23.03
DD-001259,2025-09-01 19:06:00,Delivered,30.05
DD-001260,2025-09-01 19:01:00,Delivered,23.55
DD-001261,2025-09-01 19:42:00,Delivered,28.08
DD-001262,2025-09-01 19:24:00,Delivered,44.06
DD-001263,2025-09-01 19:15:00,Delivered,27.15
DD-001264,2025-09-01 17:21:00,Delivered,126.13
DD-001265,2025-09-01 19:51:00,Delivered,42.56
DD-001266,2025-09-01 21:26:00,Delivered,45.78
DD-001267,2025-09-01 21:12:00,Delivered,27.68
DD-001268,2025-09-01 17:57:00,Delivered,50.34
DD-001269,2025-09-01 18:27:00,Delivered,43.28
DD-001270,2025-09-01 19:46:00,Delivered,47.71
DD-001271,2025-09-02 17:52:00,Delivered,35.25
DD-001272,2025-09-02 19:13:00,Delivered,61.22
DD-001273,2025-09-02 13:28:00,Delivered,33.5
DD-001274,2025-09-02 11:28:00,Delivered,49.98
DD-001275,2025-09-02 18:57:00,Delivered,52.71
DD-001276,2025-09-02 20:04:00,Delivered,27.49
DD-001277,2025-09-02 21:54:00,Delivered,17.26
DD-001278,2025-09-02 11:37:00,Delivered,33.83
DD-001279,2025-09-02 17:08:00,Delivered,48.46
DD-001280,2025-09-02 20:11:00,Delivered,54.97
DD-001281,2025-09-02 20:05:00,Delivered,21.45
DD-001282,2025-09-02 11:22:00,Delivered,40.33
DD-001283,2025-09-02 19:30:00,Delivered,52.91
DD-001284,2025-09-02 21:18:00,Delivered,67.19
DD-001285,2025-09-02 19:28:00,Delivered,54.97
DD-001286,2025-09-02 11:43:00,Delivered,26.88
DD-001287,2025-09-02 19:43:00,Delivered,40.29
DD-001288,2025-09-02 19:32:00,Delivered,58.65
DD-001289,2025-09-02 20:47:00,Delivered,58.92
DD-001290,2025-09-02 17:41:00,Delivered,61.33
DD-001291,2025-09-02 18:39:00,Delivered,24.82
DD-001292,2025-09-02 20:21:00,Delivered,28.0
DD-001293,2025-09-02 12:39:00,Delivered,23.7
DD-001294,2025-09-03 19:09:00,Delivered,22.5
DD-001295,2025-09-03 12:09:00,Delivered,26.05
DD-001296,2025-09-03 17:52:00,Delivered,55.11
DD-001297,2025-09-03 19:36:00,Delivered,60.04
DD-001298,2025-09-03 20:53:00,Delivered,36.17
DD-001299,2025-09-03 13:40:00,Delivered,77.22
DD-001300,2025-09-03 17:24:00,Delivered,92.15
DD-001301,2025-09-03 17:09:00,Delivered,26.49
DD-001302,2025-09-03 17:40:00,Delivered,60.83
DD-001303,2025-09-03 12:00:00,Delivered,49.77
DD-001304,2025-09-03 20:51:00,Delivered,36.74
DD-001305,2025-09-03 17:26:00,Delivered,53.97
DD-001306,2025-09-03 11:10:00,Delivered,54.67
DD-001307,2025-09-03 20:00:00,Delivered,31.36
DD-001308,2025-09-03 21:42:00,Delivered,54.03
DD-001309,2025-09-03 18:07:00,Delivered,34.58
DD-001310,2025-09-03 17:46:00,Delivered,34.59
DD-001311,2025-09-03 13:30:00,Delivered,42.09
DD-001312,2025-09-03 17:15:00,Delivered,32.7
DD-001313,2025-09-03 18:19:00,Delivered,74.14
DD-001314,2025-09-03 19:37:00,Delivered,57.11
DD-001315,2025-09-03 21:31:00,Delivered,37.97
DD-001316,2025-09-04 11:56:00,Delivered,22.46
DD-001317,2025-09-04 19:54:00,Delivered,37.42
DD-001318,2025-09-04 20:01:00,Delivered,24.22
DD-001319,2025-09-04 19:21:00,Delivered,46.09
DD-001320,2025-09-04 19:35:00,Delivered,28.74
DD-001321,2025-09-04 19:58:00,Delivered,62.72
DD-001322,2025-09-04 18:22:00,Delivered,26.71
DD-001323,2025-09-04 19:04:00,Delivered,38.36
DD-001324,2025-09-04 19:05:00,Delivered,48.7
DD-001325,2025-09-04 18:31:00,Delivered,21.72
DD-001326,2025-09-04 12:06:00,Delivered,78.1
DD-001327,2025-09-04 12:22:00,Delivered,50.48
DD-001328,2025-09-04 13:29:00,Delivered,52.17
DD-001329,2025-09-04 21:55:00,Delivered,21.18
DD-001330,2025-09-04 19:50:00,Delivered,75.24
DD-001331,2025-09-04 21:19:00,Delivered,34.53
DD-001332,2025-09-04 13:55:00,Delivered,47.97
DD-001333,2025-09-05 18:56:00,Delivered,39.9
DD-001334,2025-09-05 13:56:00,Delivered,33.38
DD-001335,2025-09-05 18:24:00,Delivered,40.05
DD-001336,2025-09-05 19:28:00,Delivered,68.53
DD-001337,2025-09-05 18:17:00,Delivered,28.3
DD-001338,2025-09-05 19:08:00,Delivered,41.49
DD-001339,2025-09-05 20:14:00,Delivered,100.48
DD-001340,2025-09-05 19:53:00,Delivered,22.16
DD-001341,2025-09-05 21:05:00,Delivered,64.46
DD-001342,2025-09-05 20:39:00,Delivered,34.91
DD-001343,2025-09-05 17:51:00,Delivered,56.86
DD-001344,2025-09-05 19:36:00,Delivered,31.79
DD-001345,2025-09-05 12:39:00,Delivered,43.86
DD-001346,2025-09-05 18:35:00,Delivered,34.08
DD-001347,2025-09-05 19:19:00,Delivered,48.46
DD-001348,2025-09-05 18:41:00,Delivered,44.76
DD-001349,2025-09-05 19:07:00,Delivered,22.49
DD-001350,2025-09-05 11:57:00,Delivered,33.71
DD-001351,2025-09-05 18:31:00,Delivered,64.04
DD-001352,2025-09-05 20:42:00,Delivered,40.16
DD-001353,2025-09-05 13:24:00,Delivered,27.72
DD-001354,2025-09-05 13:11:00,Delivered,76.43
DD-001355,2025-09-05 18:51:00,Delivered,86.57
DD-001356,2025-09-06 18:06:00,Delivered,20.75
DD-001357,2025-09-06 17:38:00,Delivered,48.13
DD-001358,2025-09-06 21:15:00,Delivered,51.15
DD-001359,2025-09-06 19:01:00,Delivered,33.02
DD-001360,2025-09-06 18:43:00,Delivered,50.44
DD-001361,2025-09-06 20:44:00,Delivered,40.05
DD-001362,2025-09-06 19:15:00,Delivered,37.25
DD-001363,2025-09-06 12:04:00,Delivered,41.15
DD-001364,2025-09-06 18:48:00,Delivered,46.57
DD-001365,2025-09-06 18:59:00,Delivered,41.63
DD-001366,2025-09-06 12:46:00,Delivered,52.08
DD-001367,2025-09-06 20:01:00,Delivered,45.04
DD-001368,2025-09-06 12:45:00,Delivered,25.63
DD-001369,2025-09-06 12:39:00,Delivered,22.54
DD-001370,2025-09-06 19:51:00,Delivered,37.41
DD-001371,2025-09-06 18:24:00,Delivered,31.83
DD-001372,2025-09-06 12:33:00,Delivered,38.07
DD-001373,2025-09-06 17:46:00,Delivered,69.53
DD-001374,2025-09-06 12:01:00,Delivered,48.42
DD-001375,2025-09-06 18:32:00,Delivered,35.97
DD-001376,2025-09-06 12:15:00,Delivered,25.46
DD-001377,2025-09-06 18:33:00,Delivered,21.78
DD-001378,2025-09-06 18:31:00,Delivered,38.75
DD-001379,2025-09-06 19:53:00,Delivered,37.58
DD-001380,2025-09-06 20:53:00,Delivered,29.35
DD-001381,2025-09-06 19:47:00,Delivered,30.45
DD-001382,2025-09-06 12:20:00,Delivered,70.92
DD-001383,2025-09-07 20:45:00,Delivered,55.41
DD-001384,2025-09-07 18:49:00,Delivered,69.9
DD-001385,2025-09-07 20:29:00,Delivered,23.2
DD-001386,2025-09-07 18:16:00,Delivered,59.01
DD-001387,2025-09-07 18:45:00,Delivered,41.54
DD-001388,2025-09-07 17:16:00,Delivered,30.6
DD-001389,2025-09-07 18:28:00,Delivered,41.2
DD-001390,2025-09-07 19:16:00,Delivered,35.53
DD-001391,2025-09-07 17:44:00,Delivered,26.87
DD-001392,2025-09-07 18:07:00,Delivered,31.03
DD-001393,2025-09-07 13:24:00,Delivered,50.78
DD-001394,2025-09-07 18:54:00,Delivered,57.02
DD-001395,2025-09-07 11:37:00,Delivered,51.4
DD-001396,2025-09-07 11:19:00,Delivered,74.44
DD-001397,2025-09-07 21:37:00,Delivered,19.55
DD-001398,2025-09-07 12:32:00,Delivered,18.01
DD-001399,2025-09-07 20:55:00,Delivered,37.58
DD-001400,2025-09-07 19:22:00,Delivered,24.88
DD-001401,2025-09-07 17:34:00,Delivered,24.91
DD-001402,2025-09-07 19:58:00,Delivered,31.05
DD-001403,2025-09-07 17:03:00,Delivered,50.0
DD-001404,2025-09-07 18:37:00,Delivered,37.88
DD-001405,2025-09-07 18:15:00,Delivered,46.7
DD-001406,2025-09-07 11:46:00,Delivered,42.72
DD-001407,2025-09-07 19:53:00,Delivered,29.99
DD-001408,2025-09-07 20:22:00,Delivered,23.07
DD-001409,2025-09-07 12:12:00,Delivered,44.21
DD-001410,2025-09-08 17:49:00,Delivered,19.35
DD-001411,2025-09-08 12:51:00,Delivered,31.11
DD-001412,2025-09-08 18:47:00,Delivered,47.21
DD-001413,2025-09-08 19:38:00,Delivered,47.27
DD-001414,2025-09-08 20:39:00,Delivered,55.15
DD-001415,2025-09-08 19:19:00,Delivered,48.84
DD-001416,2025-09-08 20:32:00,Delivered,32.52
DD-001417,2025-09-08 17:56:00,Delivered,36.19
DD-001418,2025-09-08 11:00:00,Delivered,77.19
DD-001419,2025-09-08 17:41:00,Delivered,41.66
DD-001420,2025-09-08 13:01:00,Delivered,36.84
DD-001421,2025-09-08 19:40:00,Delivered,58.77
DD-001422,2025-09-08 19:40:00,Delivered,51.36
DD-001423,2025-09-08 18:25:00,Delivered,34.3
DD-001424,2025-09-08 12:01:00,Delivered,26.23
DD-001425,2025-09-08 12:56:00,Delivered,58.74
DD-001426,2025-09-08 12:47:00,Delivered,41.75
DD-001427,2025-09-08 13:52:00,Delivered,28.27
DD-001428,2025-09-09 18:07:00,Delivered,34.0
DD-001429,2025-09-09 21:18:00,Delivered,35.25
DD-001430,2025-09-09 19:02:00,Delivered,19.31
DD-001431,2025-09-09 19:57:00,Delivered,18.8
DD-001432,2025-09-09 17:39:00,Delivered,27.4
DD-001433,2025-09-09 12:52:00,Delivered,20.21
DD-001434,2025-09-09 18:57:00,Delivered,29.18
DD-001435,2025-09-09 21:25:00,Delivered,37.7
DD-001436,2025-09-09 17:15:00,Delivered,55.77
DD-001437,2025-09-09 11:18:00,Delivered,24.37
DD-001438,2025-09-09 11:57:00,Delivered,93.99
DD-001439,2025-09-09 20:43:00,Delivered,52.53
DD-001440,2025-09-09 19:57:00,Delivered,81.07
DD-001441,2025-09-09 21:58:00,Delivered,59.83
DD-001442,2025-09-10 19:53:00,Delivered,32.8
DD-001443,2025-09-10 20:20:00,Delivered,51.31
DD-001444,2025-09-10 12:28:00,Delivered,27.56
DD-001445,2025-09-10 19:56:00,Delivered,55.0
DD-001446,2025-09-10 20:45:00,Delivered,41.65
DD-001447,2025-09-10 19:54:00,Delivered,40.28
DD-001448,2025-09-10 13:57:00,Delivered,61.37
DD-001449,2025-09-10 19:00:00,Delivered,54.41
DD-001450,2025-09-10 21:45:00,Delivered,33.78
DD-001451,2025-09-10 12:01:00,Delivered,21.4
DD-001452,2025-09-10 12:20:00,Delivered,27.01
DD-001453,2025-09-10 18:27:00,Delivered,18.92
DD-001454,2025-09-10 20:52:00,Delivered,62.86
DD-001455,2025-09-10 21:43:00,Delivered,26.05
DD-001456,2025-09-10 13:29:00,Delivered,47.69
DD-001457,2025-09-10 21:08:00,Delivered,53.22
DD-001458,2025-09-10 18:35:00,Delivered,48.83
DD-001459,2025-09-10 13:10:00,Delivered,25.02
DD-001460,2025-09-10 11:04:00,Delivered,37.88
DD-001461,2025-09-11 17:11:00,Delivered,38.73
DD-001462,2025-09-11 13:45:00,Delivered,38.33
DD-001463,2025-09-11 21:17:00,Delivered,55.1
DD-001464,2025-09-11 20:25:00,Delivered,35.18
DD-001465,2025-09-11 12:01:00,Delivered,62.35
DD-001466,2025-09-11 12:08:00,Delivered,54.4
DD-001467,2025-09-11 18:39:00,Delivered,54.1
DD-001468,2025-09-11 19:46:00,Delivered,38.14
DD-001469,2025-09-11 20:13:00,Delivered,46.36
DD-001470,2025-09-11 20:59:00,Delivered,43.74
DD-001471,2025-09-11 19:08:00,Delivered,59.7
DD-001472,2025-09-11 17:49:00,Delivered,36.63
DD-001473,2025-09-11 19:28:00,Delivered,58.23
DD-001474,2025-09-11 21:51:00,Delivered,24.95
DD-001475,2025-09-11 12:34:00,Delivered,57.61
DD-001476,2025-09-11 18:40:00,Delivered,31.63
DD-001477,2025-09-11 20:06:00,Delivered,50.7
DD-001478,2025-09-11 13:23:00,Delivered,39.35
DD-001479,2025-09-11 18:42:00,Delivered,29.25
DD-001480,2025-09-11 12:36:00,Delivered,85.05
DD-001481,2025-09-11 21:31:00,Delivered,40.52
DD-001482,2025-09-11 11:00:00,Delivered,42.11
DD-001483,2025-09-11 18:57:00,Delivered,39.91
DD-001484,2025-09-12 18:52:00,Delivered,52.46
DD-001485,2025-09-12 12:38:00,Delivered,39.0
DD-001486,2025-09-12 20:50:00,Delivered,31.6
DD-001487,2025-09-12 11:55:00,Delivered,59.77
DD-001488,2025-09-12 20:54:00,Delivered,61.31
DD-001489,2025-09-12 18:26:00,Delivered,38.44
DD-001490,2025-09-12 20:28:00,Delivered,63.51
DD-001491,2025-09-12 19:31:00,Delivered,22.74
DD-001492,2025-09-12 11:52:00,Delivered,37.91
DD-001493,2025-09-12 19:52:00,Delivered,31.96
DD-001494,2025-09-12 11:37:00,Delivered,31.5
DD-001495,2025-09-12 18:17:00,Delivered,27.36
DD-001496,2025-09-12 20:46:00,Delivered,47.44
DD-001497,2025-09-12 19:34:00,Delivered,37.7
DD-001498,2025-09-12 12:35:00,Delivered,60.8
DD-001499,2025-09-12 12:30:00,Delivered,21.0
DD-001500,2025-09-12 20:32:00,Delivered,40.64
DD-001501,2025-09-12 21:15:00,Delivered,48.63
DD-001502,2025-09-12 17:08:00,Delivered,38.56
DD-001503,2025-09-12 11:38:00,Delivered,38.12
DD-001504,2025-09-12 19:48:00,Delivered,45.05
DD-001505,2025-09-12 18:44:00,Delivered,36.37
DD-001506,2025-09-12 20:08:00,Delivered,19.12
DD-001507,2025-09-12 18:04:00,Delivered,42.1
DD-001508,2025-09-12 17:05:00,Delivered,67.43
DD-001509,2025-09-12 18:48:00,Delivered,36.38
DD-001510,2025-09-13 19:19:00,Delivered,52.51
DD-001511,2025-09-13 19:21:00,Delivered,32.99
DD-001512,2025-09-13 12:09:00,Delivered,18.25
DD-001513,2025-09-13 11:03:00,Delivered,39.48
DD-001514,2025-09-13 19:58:00,Delivered,71.41
DD-001515,2025-09-13 19:44:00,Delivered,41.1
DD-001516,2025-09-13 19:20:00,Delivered,36.43
DD-001517,2025-09-13 20:57:00,Delivered,35.45
DD-001518,2025-09-13 12:23:00,Delivered,69.61
DD-001519,2025-09-13 20:26:00,Delivered,25.24
DD-001520,2025-09-13 18:08:00,Delivered,60.06
DD-001521,2025-09-13 20:14:00,Delivered,30.64
DD-001522,2025-09-13 20:38:00,Delivered,16.27
DD-001523,2025-09-13 19:08:00,Delivered,63.37
DD-001524,2025-09-13 13:23:00,Delivered,40.27
DD-001525,2025-09-13 19:51:00,Delivered,47.84
DD-001526,2025-09-13 13:57:00,Delivered,50.44
DD-001527,2025-09-13 12:53:00,Delivered,44.98
DD-001528,2025-09-13 19:09:00,Delivered,31.42
DD-001529,2025-09-13 19:26:00,Delivered,65.93
DD-001530,2025-09-13 21:58:00,Delivered,40.22
DD-001531,2025-09-13 19:35:00,Delivered,30.33
DD-001532,2025-09-13 18:07:00,Delivered,25.47
DD-001533,2025-09-13 13:47:00,Delivered,44.18
DD-001534,2025-09-13 21:04:00,Delivered,32.72
DD-001535,2025-09-13 21:14:00,Delivered,34.31
DD-001536,2025-09-13 11:26:00,Delivered,88.54
DD-001537,2025-09-13 19:34:00,Delivered,26.19
DD-001538,2025-09-13 18:50:00,Delivered,38.39
DD-001539,2025-09-13 20:14:00,Delivered,48.55
DD-001540,2025-09-14 21:14:00,Delivered,44.79
DD-001541,2025-09-14 21:16:00,Delivered,25.34
DD-001542,2025-09-14 13:47:00,Delivered,15.96
DD-001543,2025-09-14 11:23:00,Delivered,36.05
DD-001544,2025-09-14 18:58:00,Delivered,20.53
DD-001545,2025-09-14 13:03:00,Delivered,56.27
DD-001546,2025-09-14 20:32:00,Delivered,52.89
DD-001547,2025-09-14 12:41:00,Delivered,24.06
DD-001548,2025-09-14 20:32:00,Delivered,69.06
DD-001549,2025-09-14 13:16:00,Delivered,35.17
DD-001550,2025-09-14 18:10:00,Delivered,63.11
DD-001551,2025-09-14 17:52:00,Delivered,39.66
DD-001552,2025-09-14 12:39:00,Delivered,50.15
DD-001553,2025-09-14 17:16:00,Delivered,33.74
DD-001554,2025-09-14 18:56:00,Delivered,37.92
DD-001555,2025-09-14 12:18:00,Delivered,48.44
DD-001556,2025-09-14 18:50:00,Delivered,32.62
DD-001557,2025-09-14 18:36:00,Delivered,25.34
DD-001558,2025-09-14 18:48:00,Delivered,34.6
DD-001559,2025-09-14 11:03:00,Delivered,58.73
DD-001560,2025-09-15 17:28:00,Delivered,33.15
DD-001561,2025-09-15 12:37:00,Delivered,29.86
DD-001562,2025-09-15 21:01:00,Delivered,34.52
DD-001563,2025-09-15 19:13:00,Delivered,40.5
DD-001564,2025-09-15 12:03:00,Delivered,36.99
DD-001565,2025-09-15 12:33:00,Delivered,36.58
DD-001566,2025-09-15 21:16:00,Delivered,44.19
DD-001567,2025-09-15 17:18:00,Delivered,75.51
DD-001568,2025-09-15 12:10:00,Delivered,41.05
DD-001569,2025-09-15 19:56:00,Delivered,44.4
DD-001570,2025-09-15 20:29:00,Delivered,47.73
DD-001571,2025-09-15 12:25:00,Delivered,51.35
DD-001572,2025-09-15 20:03:00,Delivered,37.1
DD-001573,2025-09-15 19:33:00,Delivered,28.42
DD-001574,2025-09-15 13:38:00,Delivered,44.27
DD-001575,2025-09-15 19:25:00,Delivered,33.08
DD-001576,2025-09-15 11:30:00,Delivered,41.49
DD-001577,2025-09-15 18:49:00,Delivered,35.2
DD-001578,2025-09-15 12:50:00,Delivered,33.04
DD-001579,2025-09-16 20:29:00,Delivered,27.77
DD-001580,2025-09-16 18:34:00,Delivered,36.6
DD-001581,2025-09-16 20:04:00,Delivered,55.63
DD-001582,2025-09-16 11:19:00,Delivered,52.19
DD-001583,2025-09-16 19:45:00,Delivered,63.58
DD-001584,2025-09-16 19:24:00,Delivered,75.44
DD-001585,2025-09-16 13:50:00,Delivered,65.27
DD-001586,2025-09-16 18:45:00,Delivered,21.11
DD-001587,2025-09-16 21:01:00,Delivered,25.84
DD-001588,2025-09-16 18:27:00,Delivered,54.68
DD-001589,2025-09-16 21:34:00,Delivered,32.83
DD-001590,2025-09-16 17:07:00,Delivered,73.03
DD-001591,2025-09-16 18:02:00,Delivered,56.0
DD-001592,2025-09-16 19:48:00,Delivered,34.22
DD-001593,2025-09-16 21:18:00,Delivered,57.86
DD-001594,2025-09-16 20:21:00,Delivered,45.86
DD-001595,2025-09-16 19:59:00,Delivered,39.01
DD-001596,2025-09-16 19:34:00,Delivered,38.71
DD-001597,2025-09-16 12:22:00,Delivered,43.97
DD-001598,2025-09-16 12:27:00,Delivered,49.32
DD-001599,2025-09-16 17:03:00,Delivered,53.9
DD-001600,2025-09-16 17:48:00,Delivered,78.53
DD-001601,2025-09-16 13:08:00,Delivered,33.45
DD-001602,2025-09-16 19:44:00,Delivered,43.5
DD-001603,2025-09-16 12:51:00,Delivered,34.74
DD-001604,2025-09-17 20:45:00,Delivered,37.88
DD-001605,2025-09-17 18:29:00,Delivered,62.63
DD-001606,2025-09-17 20:46:00,Delivered,42.64
DD-001607,2025-09-17 21:26:00,Delivered,53.19
DD-001608,2025-09-17 17:45:00,Delivered,65.09
DD-001609,2025-09-17 11:28:00,Delivered,45.19
DD-001610,2025-09-17 19:10:00,Delivered,24.78
DD-001611,2025-09-17 11:24:00,Delivered,36.93
DD-001612,2025-09-17 20:17:00,Delivered,59.48
DD-001613,2025-09-17 19:33:00,Delivered,34.03
DD-001614,2025-09-17 19:55:00,Delivered,45.43
DD-001615,2025-09-17 19:01:00,Delivered,73.45
DD-001616,2025-09-17 12:51:00,Delivered,41.91
DD-001617,2025-09-17 19:05:00,Delivered,52.51
DD-001618,2025-09-17 20:39:00,Delivered,32.13
DD-001619,2025-09-17 17:22:00,Delivered,49.72
DD-001620,2025-09-17 11:38:00,Delivered,60.43
DD-001621,2025-09-18 19:01:00,Delivered,71.93
DD-001622,2025-09-18 18:03:00,Delivered,77.76
DD-001623,2025-09-18 17:09:00,Delivered,32.77
DD-001624,2025-09-18 12:54:00,Delivered,42.05
DD-001625,2025-09-18 19:02:00,Delivered,54.58
DD-001626,2025-09-18 12:43:00,Delivered,35.3
DD-001627,2025-09-18 17:29:00,Delivered,40.36
DD-001628,2025-09-18 19:45:00,Delivered,55.3
DD-001629,2025-09-18 19:41:00,Delivered,45.47
DD-001630,2025-09-18 12:04:00,Delivered,42.51
DD-001631,2025-09-18 19:27:00,Delivered,23.34
DD-001632,2025-09-18 18:21:00,Delivered,19.81
DD-001633,2025-09-18 17:28:00,Delivered,38.09
DD-001634,2025-09-18 19:37:00,Delivered,51.77
DD-001635,2025-09-18 19:36:00,Delivered,60.47
DD-001636,2025-09-18 13:46:00,Delivered,61.55
DD-001637,2025-09-18 13:47:00,Delivered,92.21
DD-001638,2025-09-18 20:04:00,Delivered,28.84
DD-001639,2025-09-18 13:08:00,Delivered,47.82
DD-001640,2025-09-18 13:33:00,Delivered,34.49
DD-001641,2025-09-18 21:50:00,Delivered,51.07
DD-001642,2025-09-18 18:12:00,Delivered,31.59
DD-001643,2025-09-19 18:18:00,Delivered,33.76
DD-001644,2025-09-19 12:36:00,Delivered,49.17
DD-001645,2025-09-19 19:42:00,Delivered,72.32
DD-001646,2025-09-19 17:20:00,Delivered,42.35
DD-001647,2025-09-19 18:28:00,Delivered,53.41
DD-001648,2025-09-19 13:09:00,Delivered,30.77
DD-001649,2025-09-19 12:23:00,Delivered,36.88
DD-001650,2025-09-19 12:42:00,Delivered,56.91
DD-001651,2025-09-19 12:54:00,Delivered,41.11
DD-001652,2025-09-19 19:28:00,Delivered,42.07
DD-001653,2025-09-19 11:38:00,Delivered,25.13
DD-001654,2025-09-19 18:30:00,Delivered,23.38
DD-001655,2025-09-19 17:58:00,Delivered,24.81
DD-001656,2025-09-19 20:13:00,Delivered,29.44
DD-001657,2025-09-19 13:03:00,Delivered,65.67
DD-001658,2025-09-19 13:27:00,Delivered,43.23
DD-001659,2025-09-19 17:23:00,Delivered,23.21
DD-001660,2025-09-19 18:40:00,Delivered,48.34
DD-001661,2025-09-19 18:16:00,Delivered,49.96
DD-001662,2025-09-20 11:10:00,Delivered,23.56
DD-001663,2025-09-20 18:45:00,Delivered,26.22
DD-001664,2025-09-20 20:04:00,Delivered,32.89
DD-001665,2025-09-20 20:45:00,Delivered,43.09
DD-001666,2025-09-20 13:23:00,Delivered,35.65
DD-001667,2025-09-20 18:30:00,Delivered,29.94
DD-001668,2025-09-20 13:07:00,Delivered,29.25
DD-001669,2025-09-20 19:12:00,Delivered,30.65
DD-001670,2025-09-20 18:25:00,Delivered,36.88
DD-001671,2025-09-20 17:23:00,Delivered,35.6
DD-001672,2025-09-20 11:37:00,Delivered,42.29
DD-001673,2025-09-20 19:49:00,Delivered,60.66
DD-001674,2025-09-20 18:11:00,Delivered,59.45
DD-001675,2025-09-20 18:08:00,Delivered,35.11
DD-001676,2025-09-20 17:25:00,Delivered,29.28
DD-001677,2025-09-20 17:33:00,Delivered,36.71
DD-001678,2025-09-20 11:43:00,Delivered,47.53
DD-001679,2025-09-20 19:21:00,Delivered,100.18
DD-001680,2025-09-20 18:41:00,Delivered,29.04
DD-001681,2025-09-20 19:38:00,Delivered,55.92
DD-001682,2025-09-20 19:11:00,Delivered,34.37
DD-001683,2025-09-20 12:01:00,Delivered,35.2
DD-001684,2025-09-20 19:01:00,Delivered,29.97
DD-001685,2025-09-20 17:03:00,Delivered,28.49
DD-001686,2025-09-20 18:49:00,Delivered,53.2
DD-001687,2025-09-20 19:59:00,Delivered,23.51
DD-001688,2025-09-20 18:35:00,Delivered,58.4
DD-001689,2025-09-20 19:22:00,Delivered,33.6
DD-001690,2025-09-20 18:39:00,Delivered,32.95
DD-001691,2025-09-20 18:34:00,Delivered,51.55
DD-001692,2025-09-20 19:15:00,Delivered,68.62
DD-001693,2025-09-20 12:37:00,Delivered,83.57
DD-001694,2025-09-20 18:43:00,Delivered,43.23
DD-001695,2025-09-20 13:05:00,Delivered,50.43
DD-001696,2025-09-20 17:01:00,Delivered,69.3
DD-001697,2025-09-20 17:07:00,Delivered,33.74
DD-001698,2025-09-20 12:00:00,Delivered,30.88
DD-001699,2025-09-20 12:44:00,Delivered,45.08
DD-001700,2025-09-20 21:13:00,Delivered,48.42
DD-001701,2025-09-20 21:52:00,Delivered,61.89
DD-001702,2025-09-21 19:21:00,Delivered,31.45
DD-001703,2025-09-21 13:44:00,Delivered,34.32
DD-001704,2025-09-21 20:45:00,Delivered,34.17
DD-001705,2025-09-21 19:27:00,Delivered,24.93
DD-001706,2025-09-21 18:48:00,Delivered,50.95
DD-001707,2025-09-21 21:29:00,Delivered,38.15
DD-001708,2025-09-21 11:43:00,Delivered,83.72
DD-001709,2025-09-21 19:05:00,Delivered,33.2
DD-001710,2025-09-21 20:34:00,Delivered,17.94
DD-001711,2025-09-21 13:27:00,Delivered,30.1
DD-001712,2025-09-21 11:59:00,Delivered,30.11
DD-001713,2025-09-21 18:03:00,Delivered,34.9
DD-001714,2025-09-21 18:42:00,Delivered,33.96
DD-001715,2025-09-21 12:29:00,Delivered,19.7
DD-001716,2025-09-21 21:24:00,Delivered,37.6
DD-001717,2025-09-21 18:40:00,Delivered,64.13
DD-001718,2025-09-21 21:16:00,Delivered,49.38
DD-001719,2025-09-21 20:43:00,Delivered,33.92
DD-001720,2025-09-21 19:51:00,Delivered,26.96
DD-001721,2025-09-21 13:21:00,Delivered,39.25
DD-001722,2025-09-21 18:19:00,Delivered,35.21
DD-001723,2025-09-21 21:28:00,Delivered,53.97
DD-001724,2025-09-21 12:44:00,Delivered,23.48
DD-001725,2025-09-21 21:21:00,Delivered,42.84
DD-001726,2025-09-22 17:03:00,Delivered,36.99
DD-001727,2025-09-22 13:55:00,Delivered,65.19
DD-001728,2025-09-22 21:04:00,Delivered,30.12
DD-001729,2025-09-22 17:02:00,Delivered,30.7
DD-001730,2025-09-22 18:28:00,Delivered,28.3
DD-001731,2025-09-22 13:41:00,Delivered,24.88
