Check Number,Opened At,Order Type,Check Total
003444,2025-08-27 17:20:15,Dine-In,89.94
003445,2025-08-27 17:22:02,Dine-In,492.3
003446,2025-08-27 17:28:20,Dine-In,78.71
003447,2025-08-27 17:38:49,Dine-In,197.32
003448,2025-08-27 17:45:52,Dine-In,37.97
003449,2025-08-27 17:54:40,Dine-In,55.19
003450,2025-08-27 17:56:45,Dine-In,237.01
003451,2025-08-27 18:07:18,Dine-In,173.71
003452,2025-08-27 18:16:36,Dine-In,77.85
003453,2025-08-27 18:23:35,Dine-In,138.59
003454,2025-08-27 18:31:22,Dine-In,137.56
003455,2025-08-27 18:32:12,Dine-In,84.38
003456,2025-08-27 18:56:40,Dine-In,135.12
003457,2025-08-27 19:00:30,Dine-In,132.63
003458,2025-08-27 19:02:01,Dine-In,75.58
003459,2025-08-27 19:09:59,Dine-In,129.74
003460,2025-08-27 19:20:03,Dine-In,214.52
003461,2025-08-27 19:21:52,Dine-In,46.15
003462,2025-08-27 19:23:44,Dine-In,72.44
003463,2025-08-27 19:28:53,Dine-In,62.67
003464,2025-08-27 19:35:24,Dine-In,66.13
003465,2025-08-27 19:40:19,Dine-In,158.17
003466,2025-08-27 19:41:42,Dine-In,159.69
003467,2025-08-27 19:42:22,Dine-In,84.04
003468,2025-08-27 19:49:47,Dine-In,59.67
003469,2025-08-27 19:54:17,Dine-In,54.45
003470,2025-08-27 20:00:05,Dine-In,33.35
003471,2025-08-27 20:06:06,Dine-In,41.4
003472,2025-08-27 20:30:12,Dine-In,115.87
003473,2025-08-27 20:55:58,Dine-In,150.46
003474,2025-08-27 21:22:51,Dine-In,137.79
003475,2025-08-27 21:26:50,Dine-In,155.41
003476,2025-08-27 21:29:03,Dine-In,42.42
003477,2025-08-27 21:36:51,Dine-In,601.49
003478,2025-08-27 21:40:33,Dine-In,143.2
003479,2025-08-28 11:10:16,Dine-In,41.73
003480,2025-08-28 12:37:07,Dine-In,89.03
003481,2025-08-28 13:49:49,Dine-In,74.94
003482,2025-08-28 13:58:05,Dine-In,47.54
003483,2025-08-28 14:33:58,Dine-In,137.09
003484,2025-08-28 14:49:44,Dine-In,33.2
003485,2025-08-28 15:42:18,Dine-In,233.53
003486,2025-08-28 16:15:27,Dine-In,44.19
003487,2025-08-28 16:53:32,Dine-In,89.13
003488,2025-08-28 16:54:34,Dine-In,48.47
003489,2025-08-28 17:05:14,Dine-In,68.88
003490,2025-08-28 17:37:45,Dine-In,170.92
003491,2025-08-28 17:40:31,Dine-In,206.35
003492,2025-08-28 17:56:05,Dine-In,212.57
003493,2025-08-28 17:59:38,Dine-In,180.12
003494,2025-08-28 18:04:35,Dine-In,112.45
003495,2025-08-28 18:06:09,Dine-In,81.09
003496,2025-08-28 18:20:17,Dine-In,179.91
003497,2025-08-28 18:21:01,Dine-In,104.6
003498,2025-08-28 18:24:54,Dine-In,44.11
003499,2025-08-28 18:27:32,Dine-In,114.09
003500,2025-08-28 18:28:48,Dine-In,84.19
003501,2025-08-28 18:33:47,Dine-In,157.32
003502,2025-08-28 18:41:45,Dine-In,166.11
003503,2025-08-28 18:55:40,Dine-In,61.12
003504,2025-08-28 18:56:40,Dine-In,56.67
003505,2025-08-28 19:01:29,Dine-In,93.15
003506,2025-08-28 19:25:32,Dine-In,41.71
003507,2025-08-28 19:58:37,Dine-In,94.38
003508,2025-08-28 20:07:41,Dine-In,234.01
003509,2025-08-28 20:07:42,Dine-In,57.82
003510,2025-08-28 20:17:27,Dine-In,111.09
003511,2025-08-28 20:23:39,Dine-In,49.58
003512,2025-08-28 20:39:00,Dine-In,48.28
003513,2025-08-28 20:44:16,Dine-In,276.75
003514,2025-08-28 21:21:57,Dine-In,52.29
003515,2025-08-29 11:18:15,Dine-In,30.83
003516,2025-08-29 12:12:47,Dine-In,99.61
003517,2025-08-29 12:15:10,Dine-In,93.81
003518,2025-08-29 12:17:53,Dine-In,176.19
003519,2025-08-29 12:18:28,Dine-In,104.45
003520,2025-08-29 12:28:24,Dine-In,92.44
003521,2025-08-29 12:32:06,Dine-In,49.68
003522,2025-08-29 12:47:13,Dine-In,32.6
003523,2025-08-29 12:52:26,Dine-In,114.39
003524,2025-08-29 13:10:39,Dine-In,55.05
003525,2025-08-29 13:15:48,Dine-In,93.5
003526,2025-08-29 13:30:11,Dine-In,195.03
003527,2025-08-29 13:55:29,Dine-In,86.9
003528,2025-08-29 13:56:03,Dine-In,232.95
003529,2025-08-29 13:57:56,Dine-In,202.98
003530,2025-08-29 14:14:32,Dine-In,93.9
003531,2025-08-29 16:31:44,Dine-In,79.63
003532,2025-08-29 16:42:15,Dine-In,124.49
003533,2025-08-29 16:49:06,Dine-In,111.95
003534,2025-08-29 17:06:49,Dine-In,69.34
003535,2025-08-29 17:10:24,Dine-In,47.35
003536,2025-08-29 17:11:07,Dine-In,29.01
003537,2025-08-29 17:15:24,Dine-In,56.29
003538,2025-08-29 17:19:25,Dine-In,55.5
003539,2025-08-29 17:20:42,Dine-In,88.94
003540,2025-08-29 17:21:10,Dine-In,50.36
003541,2025-08-29 17:21:18,Dine-In,249.81
003542,2025-08-29 17:30:40,Dine-In,110.57
003543,2025-08-29 17:35:40,Dine-In,33.51
003544,2025-08-29 17:43:08,Dine-In,70.82
003545,2025-08-29 17:47:37,Dine-In,61.2
003546,2025-08-29 17:49:07,Dine-In,198.47
003547,2025-08-29 18:08:43,Dine-In,73.85
003548,2025-08-29 18:15:45,Dine-In,84.84
003549,2025-08-29 18:21:31,Dine-In,173.06
003550,2025-08-29 18:42:29,Dine-In,168.7
003551,2025-08-29 18:48:03,Dine-In,130.41
003552,2025-08-29 18:49:44,Dine-In,120.39
003553,2025-08-29 18:51:12,Dine-In,364.75
003554,2025-08-29 19:06:30,Dine-In,51.28
003555,2025-08-29 19:09:08,Dine-In,39.6
003556,2025-08-29 19:13:49,Dine-In,185.4
003557,2025-08-29 19:20:07,Dine-In,92.34
003558,2025-08-29 19:23:17,Dine-In,129.62
003559,2025-08-29 19:23:36,Dine-In,49.91
003560,2025-08-29 19:35:55,Dine-In,38.34
003561,2025-08-29 19:44:10,Dine-In,222.96
003562,2025-08-29 19:47:35,Dine-In,155.86
003563,2025-08-29 19:48:54,Dine-In,57.51
003564,2025-08-29 19:49:08,Dine-In,254.48
003565,2025-08-29 19:59:23,Dine-In,122.86
003566,2025-08-29 20:03:44,Dine-In,106.23
003567,2025-08-29 20:08:19,Dine-In,201.0
003568,2025-08-29 20:08:42,Dine-In,64.25
003569,2025-08-29 20:29:10,Dine-In,37.86
003570,2025-08-29 20:33:26,Dine-In,160.17
003571,2025-08-29 20:38:39,Dine-In,125.28
003572,2025-08-29 20:42:53,Dine-In,64.68
003573,2025-08-29 20:48:19,Dine-In,36.5
003574,2025-08-29 20:55:21,Dine-In,117.49
003575,2025-08-29 20:55:33,Dine-In,41.4
003576,2025-08-29 20:57:47,Dine-In,122.02
003577,2025-08-29 20:57:51,Dine-In,87.09
003578,2025-08-29 21:02:44,Dine-In,171.56
003579,2025-08-29 21:16:05,Dine-In,54.71
003580,2025-08-29 21:18:59,Dine-In,183.12
003581,2025-08-29 21:24:43,Dine-In,178.14
003582,2025-08-29 21:26:25,Dine-In,36.23
003583,2025-08-29 21:28:17,Dine-In,66.91
003584,2025-08-29 21:29:57,Dine-In,35.02
003585,2025-08-29 21:32:25,Dine-In,145.25
003586,2025-08-29 21:43:40,Dine-In,669.63
003587,2025-08-30 12:04:16,Dine-In,46.59
003588,2025-08-30 12:12:13,Dine-In,213.98
003589,2025-08-30 12:56:44,Dine-In,118.31
003590,2025-08-30 12:57:15,Dine-In,72.2
003591,2025-08-30 13:11:07,Dine-In,114.59
003592,2025-08-30 13:19:26,Dine-In,173.55
003593,2025-08-30 13:28:53,Dine-In,34.4
003594,2025-08-30 13:35:10,Dine-In,94.55
003595,2025-08-30 13:38:44,Dine-In,98.91
003596,2025-08-30 14:32:07,Dine-In,54.09
003597,2025-08-30 15:33:17,Dine-In,34.65
003598,2025-08-30 15:40:59,Dine-In,102.7
003599,2025-08-30 15:52:23,Dine-In,60.34
003600,2025-08-30 16:19:18,Dine-In,54.81
003601,2025-08-30 16:28:53,Dine-In,108.0
003602,2025-08-30 16:46:15,Dine-In,38.86
003603,2025-08-30 16:55:25,Dine-In,64.59
003604,2025-08-30 16:58:37,Dine-In,74.48
003605,2025-08-30 17:04:31,Dine-In,119.36
003606,2025-08-30 17:04:49,Dine-In,120.85
003607,2025-08-30 17:12:54,Dine-In,112.47
003608,2025-08-30 17:17:45,Dine-In,68.98
003609,2025-08-30 17:25:16,Dine-In,28.72
003610,2025-08-30 17:34:26,Dine-In,125.81
003611,2025-08-30 17:40:59,Dine-In,66.67
003612,2025-08-30 17:41:38,Dine-In,124.45
003613,2025-08-30 17:44:40,Dine-In,157.99
003614,2025-08-30 17:46:47,Dine-In,55.19
003615,2025-08-30 17:51:31,Dine-In,84.79
003616,2025-08-30 17:57:03,Dine-In,260.67
003617,2025-08-30 17:58:44,Dine-In,205.76
003618,2025-08-30 18:14:31,Dine-In,110.4
003619,2025-08-30 18:25:28,Dine-In,111.69
003620,2025-08-30 18:28:44,Dine-In,39.9
003621,2025-08-30 18:31:38,Dine-In,36.89
003622,2025-08-30 18:37:13,Dine-In,110.41
003623,2025-08-30 18:38:02,Dine-In,36.38
003624,2025-08-30 18:47:01,Dine-In,39.03
003625,2025-08-30 18:56:20,Dine-In,57.23
003626,2025-08-30 18:58:25,Dine-In,35.31
003627,2025-08-30 19:00:18,Dine-In,38.39
003628,2025-08-30 19:07:20,Dine-In,110.36
003629,2025-08-30 19:20:08,Dine-In,478.8
003630,2025-08-30 19:21:18,Dine-In,69.6
003631,2025-08-30 19:35:53,Dine-In,38.37
003632,2025-08-30 19:36:13,Dine-In,100.42
003633,2025-08-30 19:43:31,Dine-In,333.14
003634,2025-08-30 19:44:36,Dine-In,66.44
003635,2025-08-30 19:54:15,Dine-In,139.49
003636,2025-08-30 20:02:23,Dine-In,108.0
003637,2025-08-30 20:05:42,Dine-In,107.89
003638,2025-08-30 20:06:06,Dine-In,42.08
003639,2025-08-30 20:06:55,Dine-In,208.39
003640,2025-08-30 20:15:01,Dine-In,163.37
003641,2025-08-30 20:17:15,Dine-In,47.65
003642,2025-08-30 20:22:13,Dine-In,46.43
003643,2025-08-30 20:22:58,Dine-In,161.37
003644,2025-08-30 20:30:27,Dine-In,71.53
003645,2025-08-30 20:40:25,Dine-In,84.23
003646,2025-08-30 20:44:16,Dine-In,37.37
003647,2025-08-30 20:51:12,Dine-In,45.87
003648,2025-08-30 20:52:12,Dine-In,109.55
003649,2025-08-30 20:58:59,Dine-In,42.17
003650,2025-08-30 20:59:06,Dine-In,44.98
003651,2025-08-30 21:00:02,Dine-In,77.16
003652,2025-08-30 21:09:49,Dine-In,178.69
003653,2025-08-30 21:10:52,Dine-In,34.92
003654,2025-08-30 21:11:15,Dine-In,132.48
003655,2025-08-30 21:15:19,Dine-In,137.23
003656,2025-08-30 21:27:34,Dine-In,207.37
003657,2025-08-30 21:28:03,Dine-In,147.39
003658,2025-08-30 21:40:46,Dine-In,53.96
003659,2025-08-30 21:46:14,Dine-In,70.39
003660,2025-08-30 21:56:10,Dine-In,34.03
003661,2025-08-31 11:15:57,Dine-In,87.46
003662,2025-08-31 12:33:27,Dine-In,110.77
003663,2025-08-31 12:37:34,Dine-In,40.95
003664,2025-08-31 12:43:42,Dine-In,49.21
003665,2025-08-31 12:53:02,Dine-In,121.56
003666,2025-08-31 12:54:01,Dine-In,69.8
003667,2025-08-31 13:08:08,Dine-In,47.99
003668,2025-08-31 13:33:34,Dine-In,600.64
003669,2025-08-31 13:42:58,Dine-In,55.94
003670,2025-08-31 13:44:55,Dine-In,52.63
003671,2025-08-31 13:45:00,Dine-In,132.94
003672,2025-08-31 13:49:56,Dine-In,82.76
003673,2025-08-31 15:17:01,Dine-In,27.41
003674,2025-08-31 16:07:12,Dine-In,701.29
003675,2025-08-31 16:13:48,Dine-In,30.45
003676,2025-08-31 16:17:28,Dine-In,245.55
003677,2025-08-31 16:50:34,Dine-In,85.82
003678,2025-08-31 17:00:28,Dine-In,112.78
003679,2025-08-31 17:02:04,Dine-In,165.3
003680,2025-08-31 17:10:10,Dine-In,36.71
003681,2025-08-31 17:19:28,Dine-In,41.67
003682,2025-08-31 17:20:44,Dine-In,58.16
003683,2025-08-31 17:24:38,Dine-In,63.58
003684,2025-08-31 17:24:47,Dine-In,120.98
003685,2025-08-31 17:38:47,Dine-In,60.91
003686,2025-08-31 17:49:33,Dine-In,34.51
003687,2025-08-31 17:49:44,Dine-In,59.32
003688,2025-08-31 17:56:43,Dine-In,62.67
003689,2025-08-31 18:07:28,Dine-In,80.92
003690,2025-08-31 18:09:23,Dine-In,34.09
003691,2025-08-31 18:22:32,Dine-In,124.84
003692,2025-08-31 18:28:05,Dine-In,61.75
003693,2025-08-31 18:30:30,Dine-In,105.48
003694,2025-08-31 18:37:20,Dine-In,69.14
003695,2025-08-31 18:37:43,Dine-In,132.37
003696,2025-08-31 18:41:23,Dine-In,28.35
003697,2025-08-31 18:41:25,Dine-In,391.37
003698,2025-08-31 18:49:10,Dine-In,140.43
003699,2025-08-31 19:08:32,Dine-In,66.85
003700,2025-08-31 19:21:17,Dine-In,86.85
003701,2025-08-31 19:24:15,Dine-In,31.9
003702,2025-08-31 19:30:34,Dine-In,163.46
003703,2025-08-31 19:41:26,Dine-In,46.4
003704,2025-08-31 19:51:48,Dine-In,40.3
003705,2025-08-31 20:13:34,Dine-In,118.28
003706,2025-08-31 20:17:41,Dine-In,222.02
003707,2025-08-31 20:22:53,Dine-In,125.93
003708,2025-08-31 20:23:11,Dine-In,60.73
003709,2025-08-31 20:28:45,Dine-In,104.98
003710,2025-08-31 20:45:37,Dine-In,37.76
003711,2025-08-31 20:58:22,Dine-In,222.9
003712,2025-08-31 21:00:08,Dine-In,92.14
003713,2025-08-31 21:30:37,Dine-In,139.85
003714,2025-09-01 11:06:44,Dine-In,57.22
003715,2025-09-01 11:07:42,Dine-In,100.39
003716,2025-09-01 11:18:27,Dine-In,53.19
003717,2025-09-01 12:02:21,Dine-In,96.87
003718,2025-09-01 12:37:22,Dine-In,89.77
003719,2025-09-01 12:50:46,Dine-In,26.23
003720,2025-09-01 13:24:41,Dine-In,35.7
003721,2025-09-01 13:59:13,Dine-In,140.39
003722,2025-09-01 14:06:41,Dine-In,397.7
003723,2025-09-01 14:21:51,Dine-In,160.1
003724,2025-09-01 15:05:08,Dine-In,64.12
003725,2025-09-01 15:12:48,Dine-In,39.27
003726,2025-09-01 15:55:03,Dine-In,131.68
003727,2025-09-01 16:10:53,Dine-In,180.82
003728,2025-09-01 17:09:05,Dine-In,142.32
003729,2025-09-01 17:11:00,Dine-In,99.27
003730,2025-09-01 17:19:52,Dine-In,131.3
003731,2025-09-01 17:26:23,Dine-In,84.26
003732,2025-09-01 17:34:58,Dine-In,113.12
003733,2025-09-01 17:40:49,Dine-In,185.68
003734,2025-09-01 17:43:42,Dine-In,191.9
003735,2025-09-01 17:49:49,Dine-In,48.5
003736,2025-09-01 17:55:51,Dine-In,103.06
003737,2025-09-01 17:56:17,Dine-In,103.47
003738,2025-09-01 17:56:51,Dine-In,55.76
003739,2025-09-01 18:08:30,Dine-In,33.35
003740,2025-09-01 18:28:23,Dine-In,116.6
003741,2025-09-01 18:32:54,Dine-In,81.65
003742,2025-09-01 18:39:07,Dine-In,41.04
003743,2025-09-01 18:41:44,Dine-In,164.63
003744,2025-09-01 18:41:50,Dine-In,42.31
003745,2025-09-01 18:42:50,Dine-In,63.49
003746,2025-09-01 18:47:01,Dine-In,76.41
003747,2025-09-01 18:49:29,Dine-In,204.4
003748,2025-09-01 18:51:20,Dine-In,175.5
003749,2025-09-01 18:53:51,Dine-In,231.03
003750,2025-09-01 18:54:54,Dine-In,181.89
003751,2025-09-01 19:13:09,Dine-In,39.93
003752,2025-09-01 19:49:50,Dine-In,139.86
003753,2025-09-01 19:51:29,Dine-In,67.21
003754,2025-09-01 19:56:03,Dine-In,44.68
003755,2025-09-01 19:57:40,Dine-In,81.23
003756,2025-09-01 20:27:18,Dine-In,60.29
003757,2025-09-01 20:37:18,Dine-In,228.0
003758,2025-09-01 20:38:28,Dine-In,43.06
003759,2025-09-01 20:38:56,Dine-In,102.14
003760,2025-09-01 21:31:13,Dine-In,103.32
003761,2025-09-02 11:03:32,Dine-In,62.25
003762,2025-09-02 11:22:27,Dine-In,58.71
003763,2025-09-02 11:55:40,Dine-In,166.24
003764,2025-09-02 12:14:34,Dine-In,70.98
003765,2025-09-02 12:19:36,Dine-In,189.33
003766,2025-09-02 12:29:15,Dine-In,633.25
003767,2025-09-02 12:31:32,Dine-In,91.04
003768,2025-09-02 12:35:55,Dine-In,36.6
003769,2025-09-02 12:55:24,Dine-In,47.22
003770,2025-09-02 13:36:58,Dine-In,96.95
003771,2025-09-02 14:00:42,Dine-In,122.84
003772,2025-09-02 14:47:19,Dine-In,49.34
003773,2025-09-02 15:11:41,Dine-In,62.96
003774,2025-09-02 16:09:54,Dine-In,45.8
003775,2025-09-02 16:22:26,Dine-In,34.08
003776,2025-09-02 16:30:24,Dine-In,108.72
003777,2025-09-02 17:08:57,Dine-In,112.3
003778,2025-09-02 17:12:07,Dine-In,108.8
003779,2025-09-02 17:13:27,Dine-In,150.51
003780,2025-09-02 17:21:32,Dine-In,134.82
003781,2025-09-02 17:25:07,Dine-In,102.87
003782,2025-09-02 17:28:29,Dine-In,40.56
003783,2025-09-02 17:32:56,Dine-In,101.29
003784,2025-09-02 17:34:48,Dine-In,59.71
003785,2025-09-02 17:36:34,Dine-In,145.43
003786,2025-09-02 17:38:40,Dine-In,102.22
003787,2025-09-02 18:07:41,Dine-In,25.0
003788,2025-09-02 18:10:42,Dine-In,58.34
003789,2025-09-02 18:14:20,Dine-In,84.77
003790,2025-09-02 18:18:12,Dine-In,220.14
003791,2025-09-02 18:18:31,Dine-In,118.27
003792,2025-09-02 18:19:54,Dine-In,47.64
003793,2025-09-02 18:21:53,Dine-In,138.99
003794,2025-09-02 18:29:28,Dine-In,266.82
003795,2025-09-02 18:31:25,Dine-In,56.73
003796,2025-09-02 18:35:43,Dine-In,54.15
003797,2025-09-02 18:42:25,Dine-In,65.0
003798,2025-09-02 18:55:27,Dine-In,45.48
003799,2025-09-02 18:55:58,Dine-In,142.15
003800,2025-09-02 18:57:50,Dine-In,201.98
003801,2025-09-02 19:17:56,Dine-In,208.88
003802,2025-09-02 19:19:01,Dine-In,157.74
003803,2025-09-02 19:23:02,Dine-In,130.41
003804,2025-09-02 19:28:30,Dine-In,51.69
003805,2025-09-02 19:38:32,Dine-In,46.4
003806,2025-09-02 19:43:08,Dine-In,66.61
003807,2025-09-02 19:52:28,Dine-In,102.55
003808,2025-09-02 19:56:24,Dine-In,173.34
003809,2025-09-02 19:56:48,Dine-In,40.88
003810,2025-09-02 20:01:08,Dine-In,73.17
003811,2025-09-02 20:10:21,Dine-In,164.99
003812,2025-09-02 20:10:45,Dine-In,54.3
003813,2025-09-02 20:36:25,Dine-In,84.43
003814,2025-09-02 20:38:54,Dine-In,149.57
003815,2025-09-02 21:29:03,Dine-In,75.12
003816,2025-09-02 21:29:33,Dine-In,79.73
003817,2025-09-02 21:31:01,Dine-In,116.81
003818,2025-09-02 21:31:10,Dine-In,168.04
003819,2025-09-02 21:53:30,Dine-In,155.62
003820,2025-09-02 21:53:43,Dine-In,167.03
003821,2025-09-03 11:27:52,Dine-In,58.49
003822,2025-09-03 11:41:03,Dine-In,65.7
003823,2025-09-03 12:07:33,Dine-In,99.46
003824,2025-09-03 12:27:13,Dine-In,68.82
003825,2025-09-03 12:30:37,Dine-In,200.57
003826,2025-09-03 12:45:12,Dine-In,210.55
003827,2025-09-03 12:48:20,Dine-In,98.55
003828,2025-09-03 12:55:26,Dine-In,104.51
003829,2025-09-03 13:00:01,Dine-In,90.32
003830,2025-09-03 13:01:27,Dine-In,86.66
003831,2025-09-03 13:01:34,Dine-In,171.75
003832,2025-09-03 13:02:01,Dine-In,59.67
003833,2025-09-03 13:07:03,Dine-In,187.54
003834,2025-09-03 13:09:46,Dine-In,140.55
003835,2025-09-03 13:13:16,Dine-In,226.35
003836,2025-09-03 13:21:43,Dine-In,39.32
003837,2025-09-03 13:38:29,Dine-In,44.34
003838,2025-09-03 13:53:12,Dine-In,72.33
003839,2025-09-03 13:54:24,Dine-In,170.6
003840,2025-09-03 14:14:40,Dine-In,185.1
003841,2025-09-03 14:41:54,Dine-In,26.25
003842,2025-09-03 15:26:18,Dine-In,86.04
003843,2025-09-03 16:19:15,Dine-In,236.08
003844,2025-09-03 16:22:00,Dine-In,70.33
003845,2025-09-03 17:10:52,Dine-In,31.87
003846,2025-09-03 17:13:30,Dine-In,66.27
003847,2025-09-03 17:19:38,Dine-In,122.75
003848,2025-09-03 17:22:13,Dine-In,84.24
003849,2025-09-03 17:23:15,Dine-In,117.91
003850,2025-09-03 17:35:56,Dine-In,46.99
003851,2025-09-03 17:38:28,Dine-In,284.4
003852,2025-09-03 17:39:37,Dine-In,43.52
003853,2025-09-03 17:41:31,Dine-In,86.62
003854,2025-09-03 17:50:45,Dine-In,90.3
003855,2025-09-03 17:51:01,Dine-In,38.91
003856,2025-09-03 17:52:24,Dine-In,105.19
003857,2025-09-03 17:58:41,Dine-In,86.55
003858,2025-09-03 17:59:22,Dine-In,220.61
003859,2025-09-03 18:03:01,Dine-In,272.44
003860,2025-09-03 18:10:16,Dine-In,27.54
003861,2025-09-03 18:13:53,Dine-In,101.79
003862,2025-09-03 18:16:24,Dine-In,38.58
003863,2025-09-03 18:22:33,Dine-In,239.23
003864,2025-09-03 18:25:13,Dine-In,65.95
003865,2025-09-03 18:25:36,Dine-In,271.64
003866,2025-09-03 18:26:12,Dine-In,164.59
003867,2025-09-03 18:35:59,Dine-In,135.53
003868,2025-09-03 18:41:00,Dine-In,37.98
003869,2025-09-03 18:41:41,Dine-In,131.68
003870,2025-09-03 19:02:12,Dine-In,38.47
003871,2025-09-03 19:08:07,Dine-In,82.02
003872,2025-09-03 19:17:12,Dine-In,107.11
003873,2025-09-03 19:18:12,Dine-In,53.93
003874,2025-09-03 19:22:23,Dine-In,129.01
003875,2025-09-03 19:30:49,Dine-In,91.12
003876,2025-09-03 19:38:06,Dine-In,39.28
003877,2025-09-03 19:42:41,Dine-In,70.35
003878,2025-09-03 19:43:22,Dine-In,218.67
003879,2025-09-03 19:58:52,Dine-In,50.13
003880,2025-09-03 20:02:21,Dine-In,67.55
003881,2025-09-03 20:08:11,Dine-In,32.6
003882,2025-09-03 20:37:16,Dine-In,116.84
003883,2025-09-03 20:50:37,Dine-In,121.41
003884,2025-09-03 20:51:22,Dine-In,95.53
003885,2025-09-03 21:15:48,Dine-In,199.4
003886,2025-09-03 21:21:42,Dine-In,122.31
003887,2025-09-03 21:22:53,Dine-In,119.74
003888,2025-09-03 21:32:23,Dine-In,47.45
003889,2025-09-04 11:02:49,Dine-In,37.87
003890,2025-09-04 11:57:56,Dine-In,205.3
003891,2025-09-04 12:10:56,Dine-In,90.22
003892,2025-09-04 12:19:08,Dine-In,41.13
003893,2025-09-04 12:28:19,Dine-In,323.02
003894,2025-09-04 12:32:54,Dine-In,180.88
003895,2025-09-04 12:37:23,Dine-In,195.74
003896,2025-09-04 12:46:18,Dine-In,36.95
003897,2025-09-04 13:19:53,Dine-In,139.62
003898,2025-09-04 13:23:42,Dine-In,117.51
003899,2025-09-04 13:36:31,Dine-In,149.37
003900,2025-09-04 13:39:25,Dine-In,70.02
003901,2025-09-04 13:46:00,Dine-In,229.86
003902,2025-09-04 13:54:07,Dine-In,32.51
003903,2025-09-04 13:59:16,Dine-In,174.09
003904,2025-09-04 14:25:26,Dine-In,101.18
003905,2025-09-04 14:34:48,Dine-In,269.39
003906,2025-09-04 14:53:11,Dine-In,39.72
003907,2025-09-04 15:44:39,Dine-In,146.1
003908,2025-09-04 16:06:28,Dine-In,142.48
003909,2025-09-04 17:06:52,Dine-In,160.57
003910,2025-09-04 17:22:51,Dine-In,137.57
003911,2025-09-04 17:28:01,Dine-In,724.5
003912,2025-09-04 17:33:10,Dine-In,53.08
003913,2025-09-04 17:38:19,Dine-In,148.83
003914,2025-09-04 17:44:57,Dine-In,62.59
003915,2025-09-04 17:47:58,Dine-In,65.47
003916,2025-09-04 17:48:22,Dine-In,224.56
003917,2025-09-04 17:50:56,Dine-In,53.12
003918,2025-09-04 17:53:01,Dine-In,57.83
003919,2025-09-04 17:55:42,Dine-In,104.99
003920,2025-09-04 17:56:01,Dine-In,187.82
003921,2025-09-04 18:00:52,Dine-In,71.1
003922,2025-09-04 18:01:16,Dine-In,100.6
003923,2025-09-04 18:02:58,Dine-In,51.09
003924,2025-09-04 18:12:40,Dine-In,206.31
003925,2025-09-04 18:13:20,Dine-In,38.76
003926,2025-09-04 18:14:49,Dine-In,86.3
003927,2025-09-04 18:15:56,Dine-In,97.8
003928,2025-09-04 18:16:54,Dine-In,32.39
003929,2025-09-04 18:21:40,Dine-In,49.3
003930,2025-09-04 18:31:48,Dine-In,190.16
003931,2025-09-04 18:32:03,Dine-In,61.38
003932,2025-09-04 18:35:47,Dine-In,95.01
003933,2025-09-04 18:36:50,Dine-In,476.12
003934,2025-09-04 18:37:19,Dine-In,52.55
003935,2025-09-04 18:40:42,Dine-In,228.77
003936,2025-09-04 18:43:37,Dine-In,71.08
003937,2025-09-04 18:50:16,Dine-In,129.07
003938,2025-09-04 18:52:12,Dine-In,140.19
003939,2025-09-04 18:56:58,Dine-In,54.11
003940,2025-09-04 19:11:37,Dine-In,54.55
003941,2025-09-04 19:11:54,Dine-In,208.12
003942,2025-09-04 19:18:32,Dine-In,155.32
003943,2025-09-04 19:39:55,Dine-In,58.09
003944,2025-09-04 19:40:23,Dine-In,25.97
003945,2025-09-04 19:41:09,Dine-In,55.46
003946,2025-09-04 19:41:17,Dine-In,143.31
003947,2025-09-04 19:41:52,Dine-In,140.82
003948,2025-09-04 19:50:34,Dine-In,98.6
003949,2025-09-04 19:52:54,Dine-In,55.71
003950,2025-09-04 19:58:37,Dine-In,93.56
003951,2025-09-04 20:04:05,Dine-In,82.73
003952,2025-09-04 20:09:09,Dine-In,60.23
003953,2025-09-04 20:15:30,Dine-In,36.22
003954,2025-09-04 20:28:19,Dine-In,83.37
003955,2025-09-04 20:33:53,Dine-In,60.86
003956,2025-09-04 20:39:54,Dine-In,40.08
003957,2025-09-04 20:46:20,Dine-In,37.14
003958,2025-09-04 21:12:44,Dine-In,55.75
003959,2025-09-04 21:24:11,Dine-In,37.88
003960,2025-09-04 21:24:34,Dine-In,64.99
003961,2025-09-04 21:39:49,Dine-In,39.99
003962,2025-09-04 21:40:57,Dine-In,49.28
003963,2025-09-05 11:36:21,Dine-In,151.95
003964,2025-09-05 12:01:27,Dine-In,97.73
003965,2025-09-05 12:11:29,Dine-In,134.21
003966,2025-09-05 12:19:45,Dine-In,50.06
003967,2025-09-05 12:21:10,Dine-In,60.41
003968,2025-09-05 12:28:07,Dine-In,49.54
003969,2025-09-05 12:43:27,Dine-In,111.95
003970,2025-09-05 13:20:10,Dine-In,35.98
003971,2025-09-05 13:20:18,Dine-In,37.38
003972,2025-09-05 13:34:35,Dine-In,97.78
003973,2025-09-05 13:44:43,Dine-In,307.16
003974,2025-09-05 13:47:59,Dine-In,52.68
003975,2025-09-05 13:55:09,Dine-In,84.39
003976,2025-09-05 13:55:50,Dine-In,51.09
003977,2025-09-05 13:55:56,Dine-In,234.61
003978,2025-09-05 14:11:39,Dine-In,35.47
003979,2025-09-05 14:33:40,Dine-In,111.56
003980,2025-09-05 14:53:52,Dine-In,118.57
